ID,Age,Gender,Income,Region,Q1_Satisfaction,Q2_EaseOfUse,Q3_Recommendation,Q4_Value,Q5_Reliability,SignupDate
926,71,3,32152.2,4,3,3,1,1,1,2025-08-07
927,31,3,46616.17,3,2,4,3,4,2,2026-03-24
928,49,1,60658.18,4,1,1,4,2,1,2024-10-14
929,18,2,78482.86,2,3,3,4,3,3,2025-05-10
930,49,2,54013.75,2,3,5,3,1,2,2024-10-13
931,49,3,46672.01,2,2,4,4,2,3,2024-11-23
932,68,3,83217.36,1,1,3,3,5,4,2025-03-30
933,51,2,33279.79,4,5,1,3,4,2,2025-05-08
934,38,3,22017.91,1,3,4,3,2,4,2024-05-18
935,20,3,61600.22,3,4,2,1,3,1,2025-02-22
936,40,3,47469.19,4,2,4,1,2,4,2025-01-12
937,32,1,39681.51,2,1,2,5,5,4,2025-09-27
938,31,1,65625.35,2,1,4,4,3,5,2025-10-05
939,36,1,58657.01,4,2,5,4,3,4,2026-01-05
940,23,3,46538.82,3,5,4,4,4,2,2025-03-06
941,46,1,35795.43,4,2,2,4,3,2,2025-11-09
942,64,2,68086.86,2,2,2,1,1,1,2024-09-01
943,26,2,64753.02,1,5,2,1,5,4,2026-02-07
944,43,1,53512.36,4,4,2,5,1,1,2025-04-24
945,58,2,82699.55,1,1,3,3,1,3,2026-04-10
946,68,2,38948.73,1,5,3,2,2,5,2024-08-03
947,27,1,32117.12,4,3,5,4,5,1,2025-08-22
948,55,3,44621.38,4,2,2,2,1,3,2025-06-14
949,64,1,54316.21,2,5,1,1,4,5,2024-05-16
950,24,3,58650.09,2,3,3,1,2,4,2026-03-31
951,37,2,51381.46,1,5,2,5,2,2,2025-02-26
952,67,3,60280.83,1,1,2,4,2,3,2025-07-29
953,50,2,36226.91,3,3,2,5,5,1,2025-07-08
954,57,3,76656.47,1,4,2,5,2,1,2025-09-22
955,70,2,53767.73,1,3,2,4,3,4,2024-05-17
956,40,2,71759.44,2,2,1,2,3,2,2024-06-30
957,27,1,60140.88,3,1,2,1,1,2,2025-09-07
958,44,1,61851.3,4,5,2,4,1,2,2025-03-24
959,44,1,63546.51,4,1,1,5,3,1,2024-08-09
960,29,1,61715.63,2,5,5,5,1,2,2026-02-28
961,24,2,64640.84,3,2,5,1,4,4,2025-04-19
962,71,1,74937.29,3,5,3,5,3,3,2024-09-14
963,33,1,57947.82,1,3,5,3,1,1,2024-06-04
964,46,3,65635.06,1,4,4,1,4,3,2024-11-14
965,60,2,53653.96,4,1,1,3,1,2,2025-02-14
966,40,1,76601.76,1,1,5,4,1,2,2025-01-05
967,21,2,44854.12,2,2,4,3,4,5,2024-10-07
968,53,1,82014.11,1,3,1,1,2,1,2025-04-14
969,59,1,54397.63,3,5,4,5,1,4,2025-01-04
970,28,2,33538.37,3,3,5,4,5,5,2025-01-13
971,74,2,56921.57,3,5,1,4,5,2,2025-12-08
972,42,2,44784.23,1,1,3,2,3,4,2026-03-10
973,68,3,67609.65,4,2,2,1,1,1,2025-02-14
974,75,2,45210.64,1,4,2,4,4,1,2024-11-28
975,75,1,48307.25,2,1,4,4,5,5,2025-12-01
976,32,1,26656.89,2,5,3,3,3,2,2026-02-01
977,45,1,48215.41,2,4,2,4,1,2,2025-03-19
978,27,3,18641.81,2,1,2,4,1,2,2024-11-07
979,64,2,31241.46,1,1,4,4,4,4,2026-02-03
980,44,3,66406.22,1,1,3,4,2,1,2024-06-28
981,38,3,66787.0,2,2,4,5,1,1,2025-04-26
982,40,2,61381.86,2,1,4,1,4,1,2024-05-11
983,62,1,40495.36,2,2,1,2,3,5,2025-11-28
984,42,2,54284.33,3,3,2,2,1,3,2025-06-18
985,70,2,54945.96,1,4,4,2,3,3,2024-06-05
986,35,3,37624.53,4,5,1,3,4,4,2025-01-22
987,51,3,77550.97,2,2,1,2,5,4,2024-10-17
988,30,3,68160.43,1,4,5,2,3,2,2025-09-12
989,60,2,51685.54,4,5,1,4,2,2,2024-06-18
990,55,2,55403.29,3,2,4,1,2,5,2025-12-23
991,51,3,58125.74,2,4,4,2,2,3,2025-09-14
992,51,2,24373.98,2,3,3,2,1,4,2024-05-27
993,30,3,51292.34,2,3,5,3,1,1,2025-12-02
994,67,3,44770.24,4,5,1,1,4,4,2024-05-20
995,40,2,39975.7,1,3,2,1,2,1,2024-11-04
996,49,3,50783.5,1,4,1,5,3,4,2024-09-27
997,60,2,81965.3,3,4,3,3,3,5,2026-02-06
998,44,2,64612.64,2,3,1,5,1,1,2024-05-11
999,25,2,46432.32,4,3,4,5,2,2,2025-08-21
1000,45,2,63588.74,1,1,3,1,3,2,2024-08-22
